kelly_proportion,stack
0.45,1000
0.25,990
0.4,1010
0.65,1000
0.3,990
0.4,1010
0.5,1000
0.05,990
0.05,1010
0.3,1000
0.65,990
0.75,1010
0.3,1000
0.7,990
0.8,1010
0.5,1000
0.8,990
0.9,1010
0.5,1000
0.7,1020
0.35,980
0.45,1000
0.3,990
1.0,1010
0.85,1000
0.65,1020
0.15,980
0.55,1000
0.45,1020
0.65,980
0.55,1030
0.15,990
0.2,980
0.1,1000
1.0,1020
0.1,980
0.65,1000
0.1,990
0.65,1010
0.3,1000
0.15,1020
0.3,980
0.75,1000
0.5,990
0.3,1010
0.55,1070
0.5,990
0.4,940
0.25,1000
0.75,1050
0.45,950
0.5,1000
0.45,1020
0.8,980
0.1,1000
0.25,990
0.95,1010
0.5,1030
0.2,990
0.55,980
0.7,1000
0.95,990
0.7,1010
0.4,1000
0.15,990
0.45,1010
0.75,1000
0.85,990
0.1,1010
0.4,1000
0.15,990
0.6,1010
0.4,1000
0.2,990
0.2,1010
0.55,1030
0.6,990
0.35,980
0.35,980
0.2,990
0.2,1030
0.3,980
0.35,990
0.25,1030
0.15,1000
1.0,990
1.0,1010
0.5,1000
0.5,1020
0.6,980
0.75,1000
0.7,1020
0.1,980
0.8,960
0.5,990
0.3,1050
0.4,1000
0.05,990
0.25,1010
0.6,980
0.5,1040
0.6,980
0.35,980
0.5,990
0.6,1030
0.95,1030
0.35,990
0.95,980
0.3,1000
0.45,1020
0.5,980
0.3,930
0.6,1090
0.95,980
0.45,1030
0.45,990
0.05,980
0.6,1000
1.0,900
0.6,1100
0.2,1000
0.7,990
0.9,1010
0.05,1000
0.75,990
0.95,1010
0.2,1000
0.35,1020
0.35,980
0.85,1000
0.4,980
0.75,1020
0.85,1000
0.45,930
0.9,1070
0.5,1000
0.5,990
0.85,1010
0.35,1000
0.1,980
0.75,1020
0.1,1000
0.45,1020
0.95,980
0.4,1030
0.85,990
0.55,980
0.45,920
0.9,990
0.6,1090
0.9,1030
0.1,990
0.5,980
0.2,1000
0.1,940
1.0,1060
0.2,1000
0.95,990
0.7,1010
0.05,1000
0.15,990
0.55,1010
0.45,1080
0.8,940
0.6,980
0.2,980
0.85,990
0.95,1030
0.65,1000
0.05,990
0.75,1010
0.5,1030
0.95,990
1.0,980
0.25,1000
0.85,990
0.6,1010
0.85,1000
0.3,990
0.7,1010
0.95,1000
0.7,990
0.5,1010
0.75,1000
0.65,990
0.95,1010
0.1,980
0.9,990
0.5,1030
0.55,1000
0.1,1020
0.15,980
0.6,1030
0.2,990
0.35,980
0.75,1000
0.45,990
0.85,1010
0.7,1000
0.45,990
0.9,1010
0.7,1000
0.95,990
0.75,1010
0.95,960
0.15,990
0.25,1050
0.5,1000
0.1,990
0.7,1010
0.75,1000
0.55,990
0.35,1010
0.95,1030
0.8,990
0.95,980
0.2,1000
0.9,1020
0.15,980
0.65,1010
0.6,1010
0.35,980
0.55,1000
0.9,1020
0.05,980
0.65,1030
0.1,990
0.7,980
0.15,1000
0.05,990
0.3,1010
0.4,980
0.7,990
0.45,1030
0.65,1000
0.15,980
0.3,1020
0.6,1030
0.3,990
0.4,980
0.35,1000
0.05,990
0.95,1010
0.4,1000
0.7,990
0.05,1010
0.05,1000
0.15,990
0.55,1010
0.3,1070
0.4,990
0.1,940
0.65,1000
1.0,990
0.95,1010
0.65,1000
0.9,1020
1.0,980
0.45,1000
0.05,980
0.3,1020
1.0,1000
0.15,990
0.75,1010
0.65,1000
0.75,990
0.9,1010
0.7,1000
0.6,990
0.35,1010
0.6,1000
0.7,990
0.9,1010
0.45,1000
0.95,990
0.05,1010
0.4,1030
0.35,990
0.2,980
0.3,980
0.75,990
0.8,1030
0.7,1000
0.85,990
0.25,1010
0.7,1030
0.7,990
0.35,980
0.6,980
0.8,990
0.65,1030
0.85,1000
0.95,990
0.9,1010
0.1,980
0.45,990
0.6,1030
0.9,1030
0.45,990
0.05,980
0.5,1030
0.05,990
0.8,980
0.55,980
0.6,940
0.9,1080
0.8,1030
0.15,990
0.45,980
0.8,1030
0.05,990
1.0,980
0.9,1000
0.45,990
0.3,1010
0.5,1000
0.1,990
0.25,1010
0.3,1000
0.15,990
0.4,1010
0.2,1000
0.75,1020
0.3,980
0.05,1000
0.15,990
0.85,1010
0.1,1000
0.2,1020
0.15,980
0.85,1000
0.55,990
0.5,1010
0.55,1000
0.7,990
0.55,1010
0.95,960
0.55,1140
0.35,900
0.5,1000
0.7,990
0.15,1010
0.3,980
0.5,1040
0.65,980
0.65,940
0.45,990
1.0,1070
0.3,1030
0.85,990
0.7,980
0.05,980
0.4,990
0.25,1030
1.0,1000
0.65,990
1.0,1010
0.95,1000
0.4,1020
0.1,980
0.05,1000
0.85,990
0.8,1010
0.05,1000
0.95,990
1.0,1010
0.8,1030
0.45,990
0.05,980
0.25,1030
0.8,990
0.55,980
0.9,1000
0.3,1020
1.0,980
0.65,1000
0.1,990
0.05,1010
0.2,980
0.2,980
0.5,1040
0.3,1000
0.25,990
0.85,1010
0.2,1000
0.1,990
0.4,1010
0.55,1000
0.2,980
0.7,1020
0.7,1000
0.45,1020
0.3,980
0.75,1030
0.2,990
1.0,980
0.4,1000
0.35,920
0.85,1080
0.2,1000
0.95,1020
1.0,980
0.9,1000
0.75,1020
1.0,980
0.45,1000
0.45,990
0.5,1010
0.6,1060
0.15,960
0.95,980
0.2,1000
0.3,960
0.25,1040
0.8,1030
0.2,990
0.3,980
0.35,1030
1.0,990
0.05,980
1.0,1000
0.65,1020
0.1,980
0.05,1000
0.4,990
0.85,1010
0.8,1030
0.2,990
0.1,980
0.3,980
0.4,980
0.35,1040
0.35,1050
0.1,990
0.3,960
0.05,1000
0.65,990
0.15,1010
0.55,1000
1.0,990
0.85,1010
0.6,1000
0.9,1020
0.3,980
0.9,1000
0.5,990
0.7,1010
0.6,980
0.3,1060
0.75,960
0.55,1000
0.5,990
0.65,1010
0.3,1030
0.6,990
0.6,980
0.25,1000
0.35,990
0.3,1010
0.25,1030
0.1,990
1.0,980
1.0,1030
0.85,990
0.45,980
1.0,1030
0.8,990
0.05,980
0.2,980
0.05,990
0.15,1030
0.25,1000
0.85,990
0.9,1010
0.95,920
0.25,1100
0.85,980
0.85,840
0.4,990
0.85,1170
0.85,1000
0.6,1020
0.6,980
0.7,1000
0.05,980
0.6,1020
0.55,1000
0.05,990
0.7,1010
0.55,980
0.25,990
0.05,1030
0.5,1000
0.35,990
0.7,1010
0.3,1000
0.85,990
0.45,1010
0.8,1000
0.05,990
0.2,1010
0.1,1000
0.95,990
0.9,1010
0.1,980
0.7,990
0.95,1030
1.0,1030
0.05,990
0.2,980
0.55,1030
1.0,990
0.9,980
0.4,1030
0.5,990
0.65,980
0.7,1030
0.3,990
0.3,980
0.3,1000
0.65,970
0.2,1030
0.45,1030
0.1,990
0.05,980
0.5,1030
0.55,990
0.9,980
0.65,1000
0.35,990
0.6,1010
0.65,940
0.25,990
0.95,1070
0.75,1000
0.9,990
0.1,1010
0.6,1000
0.2,990
0.8,1010
0.2,980
1.0,1040
0.35,980
0.85,1000
0.65,990
0.45,1010
0.6,1050
0.65,990
0.9,960
0.15,1000
0.1,990
0.9,1010
0.6,1030
0.1,990
0.7,980
0.55,980
0.95,1040
0.7,980
0.6,980
0.95,1040
0.95,980
0.3,1000
0.85,990
0.1,1010
0.85,960
0.85,990
0.45,1050
0.45,1000
0.9,990
1.0,1010
0.05,1000
0.35,990
0.4,1010
0.9,1030
0.2,990
0.4,980
0.4,1000
0.2,970
0.55,1030
0.65,980
0.75,990
0.9,1030
0.7,1000
0.2,990
0.2,1010
0.1,1000
0.35,990
0.55,1010
0.9,1000
0.7,980
1.0,1020
0.7,1000
0.4,990
0.4,1010
0.45,1000
1.0,990
0.2,1010
0.35,1000
0.05,990
0.15,1010
0.55,1000
0.85,990
0.2,1010
0.8,1000
0.65,1020
0.55,980
0.45,1000
0.65,990
0.05,1010
0.35,1000
0.55,990
0.9,1010
0.6,1030
0.25,990
0.25,980
0.55,1000
0.8,990
0.6,1010
0.35,1000
1.0,990
0.1,1010
1.0,1000
0.15,990
0.3,1010
0.8,1000
0.75,990
0.95,1010
0.3,1000
0.45,980
0.7,1020
0.2,980
0.7,1040
0.55,980
0.3,980
0.3,990
1.0,1030
0.6,980
0.9,1040
0.5,980
0.45,1000
0.95,990
0.3,1010
0.55,1000
0.85,1020
0.15,980
0.6,1000
0.95,990
0.25,1010
0.55,1030
0.7,990
0.95,980
0.8,1000
0.6,1020
0.75,980
0.5,980
0.55,1040
0.9,980
0.25,1030
0.95,990
1.0,980
0.75,1000
0.55,1020
1.0,980
0.6,1000
0.9,870
0.95,1130
0.3,1000
0.65,1020
0.3,980
0.1,980
1.0,1040
0.9,980
0.55,980
0.85,980
0.25,1040
0.05,1000
0.15,1020
0.1,980
0.75,1000
0.9,1040
0.75,960
0.05,1000
0.05,990
0.8,1010
0.8,1030
0.05,990
0.05,980
0.4,1000
0.35,990
0.75,1010
0.55,1030
0.75,990
0.1,980
0.75,1000
0.25,990
0.15,1010
0.05,1000
0.8,1020
0.55,980
0.55,1000
0.7,1020
0.7,980
0.95,1000
0.55,990
1.0,1010
0.7,980
0.7,1040
0.25,980
0.6,980
0.65,990
0.5,1030
0.35,1060
0.7,960
0.2,980
0.2,1030
1.0,990
0.65,980
0.7,1000
0.8,1020
0.9,980
0.05,980
0.65,1040
0.2,980
0.35,1000
0.9,1020
0.75,980
0.15,1000
0.15,980
0.2,1020
0.25,1000
0.5,990
0.45,1010
0.05,1000
0.45,990
0.35,1010
0.1,1000
0.25,970
0.85,1030
0.9,1000
0.15,990
0.45,1010
0.2,1000
0.15,990
0.65,1010
0.7,1030
0.85,990
0.95,980
0.25,1030
0.85,990
0.7,980
0.95,1030
0.7,990
0.1,980
0.9,1030
0.6,990
0.95,980
0.75,1000
0.9,990
0.65,1010
0.75,1000
0.8,1020
0.85,980
0.95,1030
0.45,990
0.4,980
0.9,1000
0.1,990
0.4,1010
0.75,1000
0.7,990
0.75,1010
0.45,1030
0.4,990
0.35,980
0.55,1000
0.45,990
0.45,1010
0.1,1000
0.45,990
0.9,1010
0.95,1000
0.9,990
0.85,1010
0.4,1030
0.45,990
0.25,980
0.25,1000
0.6,990
0.2,1010
0.75,1230
0.7,990
0.55,780
0.35,1030
0.3,990
0.05,980
0.85,980
0.6,1040
0.05,980
0.85,1000
0.75,990
0.1,1010
0.25,1000
0.05,990
0.95,1010
0.15,1000
0.65,1020
0.45,980
0.4,1000
0.15,990
0.95,1010
0.4,1000
0.8,1020
0.35,980
0.35,980
0.5,990
0.75,1030
0.4,1000
1.0,990
0.9,1010
0.4,1000
0.5,1020
0.6,980
0.1,980
0.2,990
0.75,1030
0.05,1000
0.9,990
0.9,1010
0.2,1030
0.65,990
0.6,980
0.65,1000
0.15,990
0.3,1010
0.9,1000
0.1,990
0.55,1010
0.65,1000
0.9,990
0.95,1010
0.45,1000
0.25,990
0.1,1010
0.5,1000
0.1,990
0.25,1010
0.65,1050
0.25,990
0.15,960
0.85,1000
0.6,1020
0.4,980
0.55,1000
0.65,990
0.15,1010
0.2,1000
0.7,990
0.45,1010
0.05,1000
0.5,1020
0.5,980
0.85,1000
0.7,1020
0.2,980
0.95,1030
0.95,990
0.95,980
0.5,1050
0.35,990
0.2,960
0.95,1030
0.7,990
0.9,980
0.85,1000
1.0,990
0.65,1010
0.5,1180
0.9,840
0.1,980
0.65,1000
0.5,990
0.8,1010
0.9,1000
0.5,1020
0.05,980
0.55,1000
0.55,990
0.9,1010
0.4,1000
0.85,1020
0.7,980
0.1,1000
0.35,1020
0.8,980
0.15,1000
0.1,980
0.65,1020
0.45,1030
0.15,990
0.55,980
0.8,1030
0.8,990
0.65,980
0.9,1100
1.0,970
0.65,930
0.4,960
1.0,1060
0.35,980
0.1,1000
0.4,990
0.25,1010
0.7,1000
0.85,990
0.1,1010
0.85,1000
0.9,990
0.7,1010
0.15,1000
0.8,990
0.35,1010
0.05,1000
0.1,990
0.15,1010
0.1,980
0.6,940
0.4,1080
0.45,1000
0.25,1020
0.9,980
0.5,980
0.55,1040
0.6,980
0.75,1030
0.2,990
0.65,980
0.25,1000
0.1,990
0.75,1010
0.7,980
0.7,940
0.85,1080
0.5,1000
1.0,990
0.45,1010
0.35,1000
0.4,990
0.05,1010
0.25,1030
0.55,990
0.2,980
0.75,1000
0.8,990
0.2,1010
0.2,1030
0.9,990
0.3,980
0.9,1000
0.4,980
0.05,1020
0.2,1030
0.35,990
0.45,980
0.25,1000
0.55,1020
0.6,980
0.65,1000
0.2,980
0.9,1020
0.95,1130
0.6,990
0.7,880
0.95,1000
0.1,1020
0.3,980
0.8,980
0.6,990
1.0,1030
1.0,1030
0.35,990
0.35,980
0.45,1000
0.05,980
0.95,1020
0.9,1000
0.1,1020
0.25,980
0.15,1000
0.85,1020
0.15,980
0.75,1000
0.65,990
0.9,1010
0.55,1000
0.1,990
0.05,1010
0.2,1000
0.2,980
0.95,1020
0.9,1030
0.9,990
0.4,980
0.3,1000
0.55,990
0.95,1010
0.4,1070
0.35,990
0.25,940
0.5,940
0.1,990
0.85,1070
0.5,1000
0.1,1020
0.6,980
0.9,1030
0.25,990
0.5,980
0.65,1000
1.0,990
0.4,1010
1.0,1030
0.2,990
0.85,980
0.65,1030
0.1,990
0.75,980
0.5,1000
0.65,990
0.75,1010
0.25,1000
0.8,990
0.4,1010
0.7,1000
0.35,990
0.3,1010
0.3,1000
0.05,990
0.25,1010
0.15,980
0.65,990
0.6,1030
0.65,1030
0.2,990
0.9,980
0.1,1000
0.9,990
0.65,1010
0.6,1000
0.05,980
0.45,1020
0.05,960
0.2,990
0.05,1050
0.8,1000
0.7,990
0.9,1010
0.25,1000
0.8,1020
0.25,980
0.25,1000
0.05,990
0.8,1010
0.85,1000
0.35,1020
0.6,980
0.3,1000
0.4,990
0.1,1010
0.9,920
0.3,990
0.7,1090
0.05,1000
0.85,990
0.65,1010
0.65,1000
0.05,990
0.6,1010
0.55,1000
0.9,990
0.85,1010
0.5,1000
0.9,990
0.9,1010
0.7,980
0.9,990
0.9,1030
0.05,1000
0.6,990
0.8,1010
0.2,1000
0.6,1020
0.8,980
0.25,980
0.5,1040
0.05,980
0.25,1000
0.9,1020
0.85,980
0.1,1000
0.35,990
0.3,1010
0.3,1000
0.9,990
0.05,1010
0.75,1000
0.25,990
0.7,1010
0.4,980
0.45,990
0.55,1030
0.5,1000
0.8,990
0.75,1010
0.05,1000
0.35,990
0.8,1010
0.15,1000
1.0,990
0.9,1010
0.5,1030
0.25,990
0.9,980
0.6,1000
0.65,990
0.4,1010
0.7,1000
0.35,990
0.95,1010
0.25,1000
0.4,980
0.1,1020
1.0,980
0.55,990
0.35,1030
0.65,1030
0.6,990
0.75,980
0.35,980
0.95,990
0.25,1030
0.5,1030
0.35,990
0.25,980
0.95,1000
0.15,990
0.2,1010
0.25,1000
0.2,980
0.3,1020
0.2,1000
0.4,990
0.4,1010
0.15,1000
0.8,980
0.25,1020
0.8,1000
0.05,990
0.45,1010
0.1,1000
0.6,990
0.3,1010
0.15,970
0.45,1060
0.8,970
0.85,1000
0.9,1020
0.7,980
0.8,1000
0.7,1020
0.2,980
0.25,1000
0.15,980
0.85,1020
0.1,980
0.4,1040
0.15,980
0.4,1000
0.05,990
0.35,1010
0.8,1000
0.25,990
0.35,1010
1.0,1000
0.3,990
0.45,1010
0.3,1000
0.9,990
0.45,1010
0.05,1000
0.75,990
1.0,1010
0.4,1000
1.0,1020
0.9,980
0.85,1000
0.9,1070
0.45,930
0.75,1000
0.7,990
0.1,1010
0.6,1110
0.25,990
0.25,900
0.25,980
0.7,990
0.3,1030
0.1,1000
0.55,970
1.0,1030
0.85,980
1.0,990
0.75,1030
0.7,1000
0.7,1020
1.0,980
0.2,1000
0.25,1020
0.2,980
0.95,1030
0.45,990
0.15,980
0.45,1030
0.3,990
0.4,980
0.35,1000
0.35,980
0.4,1020
1.0,980
0.8,990
0.9,1030
0.45,1000
0.1,990
0.1,1010
1.0,1030
0.7,990
0.35,980
1.0,1130
0.75,990
0.6,880
0.2,1000
0.85,980
0.35,1020
0.05,1000
0.4,990
0.9,1010
0.4,1060
0.65,960
0.65,980
0.6,1000
0.2,990
0.2,1010
0.35,1000
0.1,990
0.7,1010
0.35,1000
0.5,990
0.4,1010
0.4,1000
0.35,990
0.85,1010
0.15,1000
0.15,990
0.7,1010
0.4,1030
1.0,990
0.5,980
0.2,1000
0.1,980
0.75,1020
0.85,1000
0.15,990
0.6,1010
0.25,980
0.55,1040
0.8,980
0.8,1030
0.15,990
0.1,980
0.9,960
0.15,990
0.8,1050
1.0,1000
0.4,980
0.3,1020
0.6,1000
0.4,990
0.25,1010
0.8,1000
0.95,1020
0.35,980
0.05,1000
0.3,990
0.3,1010
0.6,980
0.65,1040
0.5,980
0.45,1000
0.3,1020
0.9,980
0.1,1000
1.0,990
0.4,1010
0.5,1130
0.95,990
0.85,880
0.35,1000
0.85,1020
0.75,980
0.2,1000
0.75,1020
0.3,980
0.8,1030
0.65,990
0.15,980
0.8,1000
0.8,990
0.25,1010
0.9,1000
0.95,990
0.7,1010
1.0,1000
0.2,1020
0.8,980
0.1,1000
0.6,990
1.0,1010
0.25,1000
0.9,990
1.0,1010
1.0,1000
0.65,990
0.7,1010
0.55,1000
0.85,1020
0.2,980
0.7,1030
0.9,990
0.35,980
0.85,1050
0.85,990
0.2,960
0.15,1000
0.9,1020
0.4,980
0.4,940
0.35,980
0.4,1080
0.55,1030
0.1,990
0.1,980
1.0,1000
1.0,990
0.35,1010
0.8,980
0.55,990
0.5,1030
0.8,1000
0.25,990
0.95,1010
0.55,1000
0.2,990
0.55,1010
0.75,980
0.7,990
0.45,1030
0.7,1030
0.5,990
0.95,980
0.2,1000
0.95,990
1.0,1010
0.45,1000
0.25,1020
0.3,980
0.3,1000
0.8,1020
0.1,980
0.5,1000
0.95,1020
0.15,980
1.0,1030
0.35,990
1.0,980
0.8,1000
0.7,1020
1.0,980
0.6,1030
0.15,990
0.9,980
0.95,1000
0.2,1020
0.55,980
0.7,1000
0.95,990
0.75,1010
0.1,1000
0.55,1020
0.65,980
0.1,1000
0.75,990
0.4,1010
0.7,1030
0.2,990
0.3,980
0.05,1000
0.9,990
0.9,1010
0.05,1000
0.65,990
0.2,1010
0.7,1000
0.05,980
0.9,1020
0.3,1000
0.8,990
0.35,1010
0.7,1000
0.7,990
0.85,1010
0.75,1000
0.3,990
0.55,1010
0.95,1030
0.9,990
0.7,980
0.5,1000
0.25,990
0.45,1010
0.65,960
1.0,990
0.6,1050
0.1,1000
0.95,1020
0.25,980
1.0,1030
1.0,990
0.1,980
0.55,1000
0.95,990
0.15,1010
0.25,1000
0.3,990
0.75,1010
0.65,1000
0.7,990
0.75,1010
0.55,980
1.0,990
0.85,1030
0.75,1000
0.9,990
0.1,1010
1.0,1050
1.0,990
0.25,960
0.75,1000
0.5,990
0.9,1010
0.75,1000
0.1,990
0.45,1010
0.05,1000
0.85,990
0.9,1010
0.25,1000
0.05,980
1.0,1020
0.55,980
0.95,1040
0.3,980
0.3,1030
0.85,990
0.05,980
0.2,1000
0.05,980
0.1,1020
0.25,1000
0.55,990
0.1,1010
0.9,1000
0.15,990
0.85,1010
0.75,1000
0.9,990
0.7,1010
0.8,1000
0.35,990
0.95,1010
0.55,1000
0.45,990
1.0,1010
0.15,1030
0.05,990
0.3,980
0.6,1000
0.5,990
0.35,1010
0.45,1030
0.3,990
0.25,980
0.45,1000
0.05,990
0.8,1010
0.35,1000
0.85,1020
0.7,980
0.35,1030
0.05,990
0.7,980
0.55,1030
0.05,990
0.05,980
0.7,980
0.95,990
0.65,1030
0.9,1000
0.25,970
0.3,1030
0.8,1000
0.95,990
0.7,1010
1.0,1000
0.85,990
0.3,1010
0.65,980
0.6,1040
0.65,980
0.2,1000
0.5,990
0.6,1010
0.05,1000
0.6,990
0.7,1010
0.65,1000
0.85,990
0.65,1010
0.2,1000
0.4,990
0.95,1010
1.0,1000
0.2,990
0.2,1010
0.1,1000
0.5,1020
0.2,980
0.65,1000
0.95,990
0.25,1010
0.15,1000
0.65,1020
0.4,980
0.3,1030
0.85,990
0.5,980
0.15,980
0.15,990
0.85,1030
0.7,1000
0.55,1020
0.45,980
0.45,1000
0.7,990
0.2,1010
0.8,970
0.4,1050
0.6,980
0.9,1000
0.1,990
0.8,1010
0.5,1000
1.0,990
0.25,1010
0.65,1030
0.2,990
0.8,980
0.7,1000
0.9,1020
0.1,980
0.35,1030
0.5,990
0.85,980
0.1,980
0.05,990
0.55,1030
0.15,1000
0.8,980
0.75,1020
0.25,980
0.3,880
0.2,1140
0.75,1260
0.5,760
0.5,980
0.1,980
0.3,990
0.85,1030
0.2,1000
0.5,990
0.15,1010
0.25,1000
0.2,990
0.7,1010
0.6,1000
0.8,970
0.7,1030
0.35,1030
0.6,990
1.0,980
0.6,1000
0.95,990
0.4,1010
0.3,980
0.55,1040
0.6,980
0.6,1000
0.9,1020
0.85,980
0.4,1000
0.05,990
0.9,1010
0.45,980
0.1,990
0.15,1030
0.05,1000
0.55,990
0.35,1010
0.2,1000
0.6,950
0.8,1050
0.5,1000
0.9,1020
0.95,980
0.35,1000
0.65,990
0.7,1010
0.75,1030
0.6,990
0.05,980
0.65,1030
0.4,990
0.75,980
0.85,1000
0.7,1020
0.65,980
0.35,1000
0.65,990
0.3,1010
0.2,980
0.8,990
0.55,1030
1.0,1030
0.75,990
0.85,980
0.7,1050
0.85,990
0.35,960
1.0,1000
0.85,1020
0.55,980
0.5,1000
0.6,990
1.0,1010
0.25,1050
0.05,990
0.7,960
0.75,1000
0.1,1020
0.2,980
0.5,1030
0.85,990
0.4,980
0.7,1030
0.15,990
0.55,980
0.2,1000
0.75,1020
0.4,980
0.35,1030
0.15,990
0.6,980
0.75,1000
0.9,990
0.6,1010
0.2,980
0.35,990
0.15,1030
0.2,1030
0.2,990
0.35,980
0.45,1030
0.15,990
0.55,980
0.1,1000
0.95,990
0.6,1010
0.35,1030
0.95,990
0.25,980
0.85,1030
0.5,990
0.55,980
0.95,1030
0.8,990
0.5,980
0.65,1000
0.9,1020
0.35,980
0.05,1000
0.7,1020
0.2,980
0.7,1000
0.6,990
0.9,1010
0.15,1000
0.65,990
1.0,1010
0.5,1030
0.7,990
0.4,980
0.6,980
0.45,1040
0.5,980
0.9,1030
0.9,990
0.35,980
0.45,1030
0.5,990
0.35,980
0.85,1030
0.25,990
0.4,980
0.55,1000
0.7,990
0.4,1010
0.85,1000
0.05,990
0.1,1010
0.75,1000
0.05,990
0.7,1010
0.15,1030
0.15,990
0.95,980
0.75,1030
0.35,990
0.45,980
0.5,980
0.7,1040
0.15,980
0.95,1030
0.8,990
0.95,980
0.45,980
0.6,1040
0.7,980
0.85,1000
0.15,990
0.4,1010
0.45,1000
0.25,980
0.8,1020
0.35,1000
0.3,980
0.7,1020
0.05,1000
0.25,990
0.7,1010
0.35,1000
0.6,990
0.75,1010
0.8,1030
0.7,990
0.3,980
0.5,1000
0.55,990
0.95,1010
0.05,1000
0.7,1030
0.95,970
0.75,980
0.85,1120
0.35,900
0.65,980
0.95,960
0.7,1060
0.7,1000
0.75,990
0.6,1010
0.45,1060
0.8,960
0.05,980
0.15,1000
0.3,1020
0.45,980
0.5,1050
1.0,990
0.4,960
0.45,1000
0.55,950
0.6,1050
0.55,1000
0.25,990
1.0,1010
0.7,1000
0.85,1050
0.65,950
0.65,1030
0.15,990
0.5,980
0.65,1160
0.35,860
0.95,980
0.9,1000
0.55,990
0.45,1010
0.3,1000
0.4,910
0.95,1090
0.15,1030
0.75,990
0.25,980
0.95,980
0.35,1040
0.4,980
0.75,980
0.95,1040
0.9,980
0.35,980
0.7,990
0.35,1030
1.0,1000
0.4,1020
0.45,980
0.1,1000
0.95,1020
1.0,980
0.8,1030
0.8,990
0.25,980
0.8,1030
0.6,990
0.25,980
0.9,1050
0.8,990
0.3,960
0.45,1000
0.75,1020
1.0,980
0.3,1000
0.35,1020
0.45,980
0.25,1000
0.45,1020
0.4,980
0.3,1030
0.15,990
0.2,980
0.5,1000
0.2,990
0.1,1010
0.8,1000
0.2,1020
0.05,980
0.95,1000
0.1,990
0.8,1010
0.3,1000
0.1,990
0.8,1010
0.1,1000
0.2,990
0.25,1010
0.8,980
0.7,980
0.85,1040
0.8,1030
0.4,990
0.95,980
0.05,1000
0.6,990
0.8,1010
0.55,1000
0.9,910
0.95,1090
0.25,1000
0.75,990
0.05,1010
0.35,1000
1.0,1020
0.4,980
0.05,1000
0.55,1020
0.35,980
0.5,1000
0.7,1020
0.05,980
0.25,1000
0.95,1020
0.4,980
0.4,1030
0.65,990
0.5,980
0.25,980
0.4,990
0.6,1030
0.65,1070
0.1,990
0.35,940
0.6,1000
0.05,990
0.7,1010
0.9,1000
0.5,990
0.6,1010
0.35,1000
0.05,990
0.7,1010
0.35,1030
0.15,990
0.3,980
0.95,1000
0.1,990
0.95,1010
0.35,1000
0.6,990
0.95,1010
0.4,1000
0.8,900
0.95,1100
0.7,980
0.25,1080
0.7,940
0.9,1030
0.8,990
0.2,980
0.25,980
0.6,1040
0.8,980
0.15,1000
0.65,1020
0.55,980
0.3,1000
0.6,990
0.25,1010
0.3,1000
0.25,990
0.1,1010
0.25,1000
0.4,1020
0.9,980
0.45,1000
0.9,990
0.6,1010
0.75,1030
0.5,990
0.7,980
0.05,1000
0.35,990
0.55,1010
0.1,1000
0.9,1020
0.25,980
0.9,1000
0.3,1020
0.9,980
0.6,1030
0.1,990
0.45,980
0.2,980
1.0,1040
0.5,980
1.0,980
0.4,990
0.35,1030
0.2,1000
0.5,990
0.95,1010
0.9,1000
0.15,990
0.85,1010
0.9,1000
0.15,990
0.95,1010
0.65,1000
0.8,990
0.85,1010
1.0,1000
0.3,1020
0.3,980
0.35,1000
0.1,1030
0.4,970
0.6,1000
0.25,990
0.8,1010
0.5,1000
0.25,1020
0.3,980
0.4,1080
0.3,940
0.35,980
0.15,1000
0.45,1020
0.95,980
0.7,1000
0.15,990
0.95,1010
0.15,1000
0.3,980
0.8,1020
0.65,1030
0.55,990
0.75,980
0.35,1000
0.3,1020
0.7,980
0.3,1000
0.6,990
0.95,1010
0.85,1030
0.7,990
0.95,980
0.55,1000
0.65,1020
1.0,980
0.25,980
0.7,1040
0.55,980
0.85,920
0.95,990
0.9,1090
0.55,1000
0.65,990
0.9,1010
0.85,1000
1.0,1020
0.7,980
0.45,1000
0.1,980
0.85,1020
0.85,1030
0.1,990
0.75,980
1.0,980
0.6,990
0.3,1030
0.65,1000
0.55,990
0.65,1010
0.1,1030
0.45,990
0.3,980
0.75,1000
0.35,990
0.85,1010
1.0,1050
0.35,990
0.55,960
0.65,1030
0.5,990
0.55,980
0.4,1000
0.25,990
0.55,1010
0.6,1000
0.95,1020
0.5,980
0.1,1000
0.4,970
0.6,1030
0.25,1030
0.35,990
0.3,980
0.15,1000
0.05,990
0.75,1010
0.85,1000
0.4,990
0.5,1010
0.9,1000
0.75,990
0.4,1010
0.5,1000
0.3,990
0.75,1010
0.35,1050
0.65,990
0.6,960
0.55,1000
1.0,990
1.0,1010
0.65,1000
0.25,990
0.95,1010
0.05,1000
0.35,990
0.95,1010
0.8,1030
0.55,990
0.55,980
0.95,1000
0.4,1020
0.5,980
0.25,1000
0.4,990
0.9,1010
0.85,980
0.9,980
0.3,1040
0.65,1000
0.75,990
0.1,1010
0.85,1000
0.5,990
0.5,1010
0.55,1000
0.75,990
0.4,1010
0.25,1000
0.65,980
1.0,1020
0.45,920
0.6,1100
0.15,980
0.75,1030
0.9,990
0.95,980
0.8,880
0.8,1140
0.05,980
0.75,1000
0.65,1020
0.05,980
0.45,1030
0.9,990
1.0,980
0.65,1000
0.5,990
